"Duration","Morning","Afternoon","Evening","Night","Weekday","Weekend","Male","Age","cluster"
403,0,0,1,0,1,0,1,23,1
1004,0,1,0,0,1,0,0,52,1
132,1,0,0,0,1,0,1,37,1
209,0,0,1,0,1,0,1,30,1
146,1,0,0,0,1,0,1,35,1
1071,0,0,1,0,1,0,1,53,1
823,0,0,0,1,1,0,1,22,1
1050,0,1,0,0,1,0,1,41,1
947,0,0,1,0,1,0,1,43,1
221,0,1,0,0,1,0,1,19,1
583,1,0,0,0,1,0,1,33,1
1173,0,0,1,0,1,0,1,26,1
638,1,0,0,0,1,0,1,36,1
1028,0,1,0,0,1,0,1,36,1
1052,0,0,1,0,1,0,1,24,1
376,0,1,0,0,1,0,1,51,1
550,1,0,0,0,1,0,0,44,1
320,1,0,0,0,1,0,0,25,1
164,0,0,0,1,1,0,1,29,1
580,0,1,0,0,1,0,0,33,1
1533,0,1,0,0,1,0,0,29,1
597,1,0,0,0,1,0,1,31,1
786,0,1,0,0,1,0,1,38,1
665,0,1,0,0,1,0,0,33,1
453,0,1,0,0,1,0,0,51,1
537,0,0,1,0,1,0,1,36,1
823,0,0,1,0,1,0,0,27,1
1026,0,1,0,0,1,0,1,32,1
1351,1,0,0,0,1,0,1,34,1
492,0,1,0,0,1,0,0,25,1
827,1,0,0,0,1,0,1,24,1
1030,1,0,0,0,1,0,0,56,1
111,0,1,0,0,1,0,1,26,1
1030,0,0,1,0,1,0,0,34,1
1646,1,0,0,0,1,0,1,55,1
1084,0,1,0,0,1,0,0,47,1
1039,1,0,0,0,1,0,1,39,1
1419,1,0,0,0,1,0,1,33,1
553,0,0,1,0,1,0,1,37,1
197,0,1,0,0,1,0,1,59,1
400,0,0,1,0,1,0,1,28,1
352,1,0,0,0,1,0,1,26,1
575,0,0,1,0,1,0,1,21,1
474,0,1,0,0,1,0,0,50,1
881,0,0,1,0,1,0,0,25,1
1110,0,1,0,0,1,0,0,27,1
600,0,0,1,0,1,0,1,26,1
419,1,0,0,0,1,0,1,25,1
209,0,1,0,0,1,0,1,20,1
529,0,1,0,0,1,0,1,24,1
282,0,1,0,0,1,0,1,28,1
528,1,0,0,0,1,0,1,47,1
516,1,0,0,0,1,0,1,28,1
706,0,0,1,0,1,0,1,37,1
659,0,0,1,0,1,0,1,30,1
630,0,1,0,0,1,0,1,68,1
349,0,1,0,0,1,0,1,28,1
725,0,1,0,0,1,0,1,23,1
583,1,0,0,0,1,0,0,38,1
243,1,0,0,0,1,0,0,34,1
578,0,0,1,0,1,0,1,29,1
524,0,1,0,0,1,0,0,60,1
533,0,1,0,0,1,0,1,22,1
638,0,1,0,0,1,0,0,32,1
674,0,1,0,0,1,0,1,39,1
631,0,1,0,0,1,0,1,23,1
234,0,1,0,0,1,0,1,54,1
624,0,1,0,0,1,0,1,59,1
469,0,0,1,0,1,0,1,40,1
255,0,1,0,0,1,0,1,29,1
878,1,0,0,0,1,0,0,33,1
273,0,1,0,0,1,0,0,44,1
743,0,0,1,0,1,0,0,17,1
1311,0,1,0,0,1,0,1,64,1
374,1,0,0,0,1,0,1,34,1
656,0,0,1,0,1,0,1,24,1
931,0,1,0,0,1,0,1,31,1
1690,0,1,0,0,1,0,1,44,1
794,1,0,0,0,1,0,0,24,1
408,1,0,0,0,1,0,1,38,1
760,1,0,0,0,1,0,1,30,1
530,0,0,1,0,1,0,0,31,1
2139,0,1,0,0,1,0,1,29,1
636,0,1,0,0,1,0,0,49,1
330,0,0,1,0,1,0,1,25,1
584,1,0,0,0,1,0,1,25,1
216,1,0,0,0,1,0,1,18,1
577,0,1,0,0,1,0,1,50,1
1276,0,1,0,0,1,0,1,26,1
3845,1,0,0,0,1,0,1,46,1
880,0,0,0,1,1,0,1,24,1
350,0,1,0,0,1,0,1,39,1
373,0,1,0,0,1,0,1,53,1
643,1,0,0,0,1,0,0,30,1
508,1,0,0,0,1,0,1,28,1
1526,0,0,1,0,1,0,1,32,1
391,1,0,0,0,1,0,1,34,1
1246,0,0,1,0,1,0,0,29,1
389,0,1,0,0,1,0,1,27,1
268,0,0,1,0,1,0,1,29,1
459,1,0,0,0,1,0,1,37,1
514,1,0,0,0,1,0,1,32,1
660,0,0,0,1,1,0,0,33,1
483,0,1,0,0,1,0,1,20,1
877,0,0,1,0,1,0,1,42,1
882,0,1,0,0,1,0,0,20,1
778,0,1,0,0,1,0,1,58,1
1221,0,1,0,0,1,0,0,47,1
782,0,0,1,0,1,0,1,27,1
945,0,1,0,0,1,0,0,39,1
529,0,1,0,0,1,0,1,32,1
941,0,0,1,0,1,0,0,20,1
673,0,1,0,0,1,0,1,21,1
212,0,1,0,0,1,0,1,34,1
1113,1,0,0,0,1,0,1,49,1
471,0,1,0,0,1,0,1,24,1
205,0,0,1,0,1,0,1,47,1
535,0,1,0,0,1,0,1,52,1
825,0,0,1,0,1,0,1,38,1
334,1,0,0,0,1,0,1,33,1
285,1,0,0,0,1,0,1,53,1
456,1,0,0,0,1,0,1,29,1
92,0,0,1,0,1,0,1,35,1
695,1,0,0,0,1,0,1,38,1
804,0,1,0,0,1,0,1,24,1
446,0,0,1,0,1,0,1,39,1
833,0,1,0,0,1,0,1,51,1
191,1,0,0,0,1,0,0,32,1
495,1,0,0,0,1,0,1,38,1
227,0,1,0,0,1,0,1,27,1
841,0,1,0,0,1,0,0,29,1
752,0,1,0,0,1,0,1,47,1
192,0,1,0,0,1,0,0,30,1
642,1,0,0,0,1,0,1,29,1
287,1,0,0,0,1,0,0,39,1
695,1,0,0,0,1,0,0,51,1
408,1,0,0,0,1,0,1,52,1
433,0,1,0,0,1,0,1,27,1
594,0,1,0,0,1,0,0,26,1
406,0,1,0,0,1,0,1,36,1
1510,1,0,0,0,1,0,1,31,1
1001,1,0,0,0,1,0,1,38,1
1183,1,0,0,0,1,0,0,41,1
523,0,1,0,0,1,0,0,27,1
324,1,0,0,0,1,0,1,29,1
1168,0,1,0,0,1,0,1,67,1
440,0,1,0,0,1,0,1,26,1
284,1,0,0,0,1,0,1,38,1
527,1,0,0,0,1,0,1,28,1
1455,0,1,0,0,1,0,1,51,1
1124,0,0,1,0,1,0,0,28,1
528,1,0,0,0,1,0,1,33,1
371,0,1,0,0,1,0,0,37,1
268,1,0,0,0,1,0,0,54,1
241,0,0,1,0,1,0,1,32,1
1127,0,1,0,0,1,0,1,48,1
867,0,1,0,0,1,0,1,28,1
384,0,0,1,0,1,0,1,25,1
714,0,1,0,0,1,0,1,29,1
607,0,0,1,0,1,0,1,30,1
845,0,0,1,0,1,0,1,22,1
786,1,0,0,0,1,0,0,27,1
710,0,0,1,0,1,0,1,35,1
461,0,0,1,0,1,0,1,24,1
739,0,1,0,0,1,0,0,25,1
467,0,0,1,0,1,0,1,24,1
572,1,0,0,0,1,0,0,32,1
205,1,0,0,0,1,0,1,61,1
548,0,0,1,0,1,0,1,34,1
235,1,0,0,0,1,0,1,29,1
879,1,0,0,0,1,0,1,47,1
1187,1,0,0,0,1,0,1,20,1
212,0,0,1,0,1,0,0,23,1
1131,1,0,0,0,1,0,1,41,1
501,1,0,0,0,1,0,1,42,1
140,0,1,0,0,1,0,1,29,1
475,0,1,0,0,1,0,1,29,1
563,1,0,0,0,1,0,0,47,1
406,0,1,0,0,1,0,1,30,1
603,1,0,0,0,1,0,0,39,1
602,0,1,0,0,1,0,1,27,1
278,0,1,0,0,1,0,1,26,1
147,0,0,0,1,1,0,0,27,1
548,1,0,0,0,1,0,1,67,1
575,1,0,0,0,1,0,0,47,1
295,1,0,0,0,1,0,0,56,1
841,1,0,0,0,1,0,1,36,1
432,1,0,0,0,1,0,1,46,1
408,0,0,1,0,1,0,1,27,1
878,0,1,0,0,1,0,1,39,1
176,0,0,1,0,1,0,1,31,1
501,0,0,1,0,1,0,1,26,1
379,0,0,1,0,1,0,1,43,1
317,1,0,0,0,1,0,1,55,1
1633,1,0,0,0,1,0,0,29,1
300,0,0,1,0,1,0,1,29,1
326,0,1,0,0,1,0,1,47,1
595,0,0,1,0,1,0,1,29,1
632,0,1,0,0,1,0,1,50,1
339,0,1,0,0,1,0,1,42,1
680,1,0,0,0,1,0,1,30,1
899,0,1,0,0,1,0,1,29,1
944,1,0,0,0,1,0,1,66,1
727,1,0,0,0,1,0,1,46,1
251,0,1,0,0,1,0,1,38,1
306,1,0,0,0,1,0,1,57,1
496,0,1,0,0,1,0,1,30,1
541,1,0,0,0,1,0,1,27,1
776,0,1,0,0,1,0,1,22,1
432,0,1,0,0,1,0,0,36,1
569,0,1,0,0,1,0,0,47,1
2354,0,1,0,0,1,0,1,21,1
415,1,0,0,0,1,0,1,23,1
461,0,1,0,0,1,0,1,46,1
317,0,0,1,0,1,0,1,22,1
403,1,0,0,0,1,0,0,29,1
1131,0,0,1,0,1,0,1,32,1
1795,0,1,0,0,1,0,1,45,1
929,0,0,1,0,1,0,1,22,1
3172,0,1,0,0,1,0,0,23,1
35,1,0,0,0,1,0,1,60,1
1174,0,0,1,0,1,0,1,29,1
788,0,0,1,0,1,0,1,36,1
862,1,0,0,0,1,0,1,27,1
262,1,0,0,0,1,0,1,33,1
379,1,0,0,0,1,0,0,25,1
259,0,0,1,0,1,0,1,23,1
309,1,0,0,0,1,0,0,39,1
761,0,1,0,0,1,0,0,30,1
350,0,0,1,0,1,0,1,31,1
344,0,1,0,0,1,0,0,21,1
644,1,0,0,0,1,0,1,60,1
470,0,1,0,0,1,0,0,28,1
441,0,0,1,0,1,0,1,31,1
392,0,1,0,0,1,0,0,40,1
135,1,0,0,0,1,0,1,22,1
264,0,0,1,0,1,0,0,29,1
678,0,1,0,0,1,0,1,30,1
187,0,0,1,0,1,0,1,32,1
688,1,0,0,0,1,0,1,62,1
387,1,0,0,0,1,0,1,46,1
575,1,0,0,0,1,0,1,62,1
1226,0,0,1,0,1,0,1,29,1
1390,0,0,1,0,1,0,1,28,1
617,0,0,1,0,1,0,1,23,1
586,0,1,0,0,1,0,1,34,1
1244,0,0,0,1,1,0,1,23,1
568,0,0,1,0,1,0,1,25,1
722,1,0,0,0,1,0,1,32,1
599,1,0,0,0,1,0,1,45,1
421,0,1,0,0,1,0,1,38,1
650,0,1,0,0,1,0,1,39,1
453,0,1,0,0,1,0,1,26,1
223,0,1,0,0,1,0,1,39,1
553,1,0,0,0,1,0,1,23,1
1627,0,1,0,0,1,0,1,29,1
807,1,0,0,0,1,0,1,27,1
256,0,0,1,0,1,0,1,25,1
525,0,1,0,0,1,0,0,38,1
853,0,1,0,0,1,0,1,52,1
508,1,0,0,0,1,0,0,21,1
366,1,0,0,0,1,0,1,43,1
290,0,0,1,0,1,0,1,29,1
837,0,1,0,0,1,0,1,32,1
678,0,0,1,0,1,0,1,32,1
988,0,1,0,0,1,0,1,26,1
364,1,0,0,0,1,0,1,54,1
656,0,1,0,0,1,0,1,38,1
582,1,0,0,0,1,0,1,38,1
151,1,0,0,0,1,0,1,61,1
639,0,1,0,0,1,0,0,25,1
393,0,0,1,0,1,0,1,25,1
36,0,0,1,0,1,0,1,20,1
3514,0,1,0,0,1,0,1,36,1
301,0,0,1,0,1,0,1,52,1
352,1,0,0,0,1,0,1,30,1
475,0,1,0,0,1,0,0,51,1
880,0,0,1,0,1,0,1,27,1
736,0,1,0,0,1,0,1,34,1
351,0,0,1,0,1,0,1,33,1
848,0,1,0,0,1,0,1,40,1
337,0,1,0,0,1,0,1,37,1
316,1,0,0,0,1,0,1,29,1
467,1,0,0,0,1,0,1,45,1
808,0,1,0,0,1,0,1,30,1
806,1,0,0,0,1,0,1,25,1
174,1,0,0,0,1,0,1,33,1
379,0,1,0,0,1,0,1,19,1
442,0,1,0,0,1,0,1,31,1
338,0,1,0,0,1,0,1,27,1
463,1,0,0,0,1,0,0,34,1
679,0,0,1,0,1,0,0,24,1
326,0,1,0,0,1,0,1,36,1
295,1,0,0,0,1,0,1,40,1
595,0,1,0,0,1,0,1,47,1
1016,1,0,0,0,1,0,1,37,1
219,0,0,1,0,1,0,0,27,1
233,0,1,0,0,1,0,1,20,1
530,1,0,0,0,1,0,1,32,1
991,0,0,1,0,1,0,1,25,1
541,1,0,0,0,1,0,1,28,1
2041,1,0,0,0,1,0,0,54,1
579,1,0,0,0,1,0,0,52,1
1107,0,0,1,0,1,0,0,53,1
1025,0,0,0,1,1,0,1,28,1
976,1,0,0,0,1,0,1,56,1
403,1,0,0,0,1,0,1,35,1
590,0,0,0,1,1,0,0,33,1
660,0,1,0,0,1,0,0,29,1
877,0,1,0,0,1,0,1,45,1
577,0,1,0,0,1,0,1,32,1
490,1,0,0,0,1,0,1,51,1
417,1,0,0,0,1,0,0,24,1
662,0,1,0,0,1,0,1,24,1
1221,0,1,0,0,1,0,1,32,1
392,1,0,0,0,1,0,1,51,1
494,0,0,1,0,1,0,1,20,1
662,1,0,0,0,1,0,0,23,1
250,0,1,0,0,1,0,1,26,1
184,0,1,0,0,1,0,1,25,1
424,0,1,0,0,1,0,1,26,1
417,1,0,0,0,1,0,1,23,1
1545,0,0,1,0,1,0,1,23,1
525,1,0,0,0,1,0,1,38,1
488,1,0,0,0,1,0,1,22,1
995,0,1,0,0,1,0,0,55,1
561,0,1,0,0,1,0,1,23,1
217,0,1,0,0,1,0,1,62,1
630,1,0,0,0,1,0,1,30,1
815,0,1,0,0,1,0,1,65,1
1518,0,1,0,0,1,0,0,31,1
562,0,0,1,0,1,0,1,31,1
528,1,0,0,0,1,0,0,28,1
359,0,1,0,0,1,0,0,47,1
437,0,0,1,0,1,0,1,34,1
495,1,0,0,0,1,0,1,29,1
347,1,0,0,0,1,0,1,38,1
241,0,1,0,0,1,0,1,26,1
2452,0,0,1,0,1,0,0,31,1
406,0,1,0,0,1,0,1,36,1
407,1,0,0,0,1,0,1,52,1
402,0,0,1,0,1,0,1,32,1
191,1,0,0,0,1,0,1,52,1
805,0,1,0,0,1,0,1,45,1
456,0,1,0,0,1,0,0,25,1
17,0,0,1,0,1,0,1,24,1
242,0,0,1,0,1,0,1,46,1
661,0,1,0,0,1,0,1,25,1
787,0,1,0,0,1,0,1,55,1
354,1,0,0,0,1,0,1,34,1
439,0,0,1,0,1,0,0,65,1
401,0,1,0,0,1,0,0,39,1
1398,0,1,0,0,1,0,1,37,1
610,0,1,0,0,1,0,1,25,1
541,1,0,0,0,1,0,1,44,1
572,0,0,1,0,1,0,1,19,1
613,1,0,0,0,1,0,1,41,1
1313,0,0,1,0,1,0,1,36,1
501,1,0,0,0,1,0,1,45,1
357,1,0,0,0,1,0,1,57,1
419,1,0,0,0,1,0,1,26,1
1133,1,0,0,0,1,0,0,43,1
480,1,0,0,0,1,0,1,49,1
956,1,0,0,0,1,0,1,35,1
1106,0,1,0,0,1,0,1,46,1
667,1,0,0,0,1,0,1,30,1
779,1,0,0,0,1,0,1,56,1
559,0,0,1,0,1,0,1,45,1
421,0,0,1,0,1,0,0,27,1
228,1,0,0,0,1,0,1,37,1
310,0,0,1,0,1,0,0,24,1
369,0,1,0,0,1,0,1,32,1
1048,0,1,0,0,1,0,0,28,1
354,0,1,0,0,1,0,1,27,1
805,1,0,0,0,1,0,1,36,1
476,1,0,0,0,1,0,1,33,1
1227,0,1,0,0,1,0,1,41,1
135,1,0,0,0,1,0,1,34,1
913,1,0,0,0,1,0,1,50,1
1422,0,1,0,0,1,0,0,47,1
567,1,0,0,0,1,0,1,34,1
492,0,0,1,0,1,0,1,49,1
190,0,1,0,0,1,0,1,50,1
825,1,0,0,0,1,0,1,36,1
250,0,1,0,0,1,0,0,31,1
618,0,0,0,1,1,0,1,25,1
1051,1,0,0,0,1,0,1,45,1
462,1,0,0,0,1,0,0,23,1
280,0,0,1,0,1,0,1,25,1
385,0,1,0,0,1,0,1,25,1
1561,0,1,0,0,1,0,1,26,1
290,0,0,1,0,1,0,1,48,1
414,1,0,0,0,1,0,0,47,1
323,1,0,0,0,1,0,0,55,1
209,0,1,0,0,1,0,1,31,1
327,0,1,0,0,1,0,1,25,1
784,0,0,1,0,1,0,1,34,1
393,0,1,0,0,1,0,1,59,1
1251,0,0,1,0,1,0,0,23,1
408,1,0,0,0,1,0,1,38,1
968,0,0,1,0,1,0,1,29,1
710,0,0,1,0,1,0,0,30,1
377,0,1,0,0,1,0,0,40,1
1110,0,1,0,0,1,0,1,49,1
697,0,1,0,0,1,0,1,61,1
190,0,1,0,0,1,0,1,30,1
707,0,1,0,0,1,0,1,37,1
680,0,1,0,0,1,0,0,29,1
410,0,1,0,0,1,0,0,31,1
242,0,1,0,0,1,0,1,36,1
637,0,0,1,0,1,0,1,33,1
278,1,0,0,0,1,0,1,43,1
313,0,0,1,0,1,0,1,35,1
1158,0,1,0,0,1,0,1,35,1
262,1,0,0,0,1,0,1,50,1
508,0,1,0,0,1,0,0,20,1
1259,0,1,0,0,1,0,1,18,1
765,0,0,1,0,1,0,1,25,1
893,0,1,0,0,1,0,1,55,1
236,0,1,0,0,1,0,1,32,1
513,0,1,0,0,1,0,0,20,1
960,1,0,0,0,1,0,0,36,1
444,1,0,0,0,1,0,1,22,1
1301,0,1,0,0,1,0,0,37,1
980,0,1,0,0,1,0,0,54,1
781,1,0,0,0,1,0,0,22,1
960,1,0,0,0,1,0,1,56,1
222,0,1,0,0,1,0,1,41,1
560,0,0,1,0,1,0,1,35,1
671,1,0,0,0,1,0,1,55,1
894,0,0,1,0,1,0,1,25,1
866,1,0,0,0,1,0,1,47,1
69409,0,0,1,0,1,0,0,30,1
375,1,0,0,0,1,0,1,21,1
920,1,0,0,0,1,0,1,67,1
662,0,0,1,0,1,0,1,26,1
499,1,0,0,0,1,0,1,46,1
815,0,0,1,0,1,0,1,37,1
382,1,0,0,0,1,0,0,43,1
710,0,1,0,0,1,0,1,34,1
889,0,0,1,0,1,0,1,30,1
113,1,0,0,0,1,0,1,33,1
464,0,0,1,0,1,0,1,25,1
321,0,1,0,0,1,0,1,35,1
1269,0,0,1,0,1,0,1,32,1
306,1,0,0,0,1,0,1,31,1
474,1,0,0,0,1,0,1,26,1
462,1,0,0,0,1,0,1,53,1
295,0,1,0,0,1,0,0,36,1
709,1,0,0,0,1,0,0,29,1
623,0,0,1,0,1,0,1,38,1
347,0,1,0,0,1,0,0,31,1
229,0,0,0,1,1,0,0,28,1
367,0,0,0,1,1,0,1,54,1
33,0,1,0,0,1,0,0,27,1
689,0,1,0,0,1,0,1,29,1
185,1,0,0,0,1,0,1,24,1
449,0,1,0,0,1,0,1,41,1
263,0,1,0,0,1,0,1,51,1
490,0,1,0,0,1,0,1,63,1
443,0,0,1,0,1,0,1,25,1
766,0,1,0,0,1,0,1,44,1
252,1,0,0,0,1,0,0,44,1
505,1,0,0,0,1,0,1,53,1
608,0,1,0,0,1,0,1,28,1
997,0,0,1,0,1,0,0,47,1
215,0,1,0,0,1,0,1,51,1
285,0,0,1,0,1,0,1,26,1
842,0,1,0,0,1,0,1,26,1
380,0,0,1,0,1,0,1,33,1
23,1,0,0,0,1,0,1,30,1
188,1,0,0,0,1,0,1,29,1
1158,1,0,0,0,1,0,1,28,1
682,0,1,0,0,1,0,0,50,1
1154,0,0,1,0,1,0,1,32,1
392,1,0,0,0,1,0,1,42,1
583,0,0,1,0,1,0,1,29,1
440,1,0,0,0,1,0,1,50,1
761,1,0,0,0,1,0,1,28,1
215,1,0,0,0,1,0,1,54,1
621,0,1,0,0,1,0,1,26,1
529,0,1,0,0,1,0,1,38,1
431,1,0,0,0,1,0,1,42,1
457,0,1,0,0,1,0,1,42,1
840,1,0,0,0,1,0,1,55,1
418,0,1,0,0,1,0,1,61,1
432,0,1,0,0,1,0,1,30,1
418,0,1,0,0,1,0,0,30,1
281,0,1,0,0,1,0,1,38,1
538,1,0,0,0,1,0,0,62,1
604,1,0,0,0,1,0,0,27,1
738,0,0,1,0,1,0,1,36,1
303,0,0,1,0,1,0,1,43,1
858,1,0,0,0,1,0,1,43,1
257,1,0,0,0,1,0,0,29,1
1139,0,0,1,0,1,0,1,50,1
164,0,1,0,0,1,0,1,28,1
471,0,1,0,0,1,0,1,37,1
333,0,1,0,0,1,0,1,39,1
414,0,0,1,0,1,0,1,37,1
1618,0,1,0,0,0,1,0,36,2
593,0,0,1,0,0,1,1,22,2
149,0,0,0,1,0,1,1,39,2
449,0,0,1,0,0,1,1,38,2
1659,0,1,0,0,0,1,0,21,2
1084,0,0,1,0,0,1,1,19,2
426,0,0,1,0,0,1,1,55,2
997,1,0,0,0,0,1,0,25,2
96,0,0,1,0,0,1,1,30,2
341,0,1,0,0,0,1,1,38,2
1112,1,0,0,0,0,1,0,30,2
114,1,0,0,0,0,1,1,26,2
1258,1,0,0,0,0,1,1,24,2
1025,0,1,0,0,0,1,1,54,2
649,1,0,0,0,0,1,0,21,2
1073,0,0,0,1,0,1,1,36,2
386,1,0,0,0,0,1,1,28,2
569,0,1,0,0,0,1,1,23,2
1450,1,0,0,0,0,1,1,40,2
467,1,0,0,0,0,1,1,42,2
349,1,0,0,0,0,1,0,63,2
1237,0,1,0,0,0,1,1,31,2
539,0,1,0,0,0,1,1,27,2
484,0,0,1,0,0,1,1,23,2
811,0,0,1,0,0,1,0,21,2
381,0,1,0,0,0,1,1,29,2
666,0,0,1,0,0,1,1,35,2
126,0,0,0,1,0,1,1,21,2
413,0,1,0,0,0,1,1,29,2
406,0,1,0,0,0,1,1,27,2
2935,0,1,0,0,0,1,1,29,2
31,0,1,0,0,0,1,1,24,2
1253,0,1,0,0,0,1,1,25,2
525,0,0,1,0,0,1,0,21,2
2037,0,0,1,0,0,1,0,26,2
291,0,0,1,0,0,1,1,25,2
940,1,0,0,0,0,1,1,38,2
1460,0,1,0,0,0,1,0,28,2
1279,0,0,0,1,0,1,0,21,2
425,0,0,1,0,0,1,1,28,2
872,0,1,0,0,0,1,1,51,2
1232,0,1,0,0,0,1,1,32,2
413,1,0,0,0,0,1,1,42,2
534,0,0,1,0,0,1,1,29,2
755,1,0,0,0,0,1,1,36,2
295,0,0,1,0,0,1,1,27,2
321,0,0,1,0,0,1,0,29,2
825,0,1,0,0,0,1,1,28,2
712,0,1,0,0,0,1,1,20,2
604,1,0,0,0,0,1,1,26,2
831,0,0,0,1,0,1,0,29,2
856,0,1,0,0,0,1,0,30,2
264,0,0,0,1,0,1,1,23,2
504,0,0,1,0,0,1,1,29,2
274,0,0,1,0,0,1,1,40,2
1063,0,0,0,1,0,1,1,27,2
784,0,0,1,0,0,1,1,28,2
773,0,1,0,0,0,1,0,54,2
1890,0,1,0,0,0,1,1,38,2
592,1,0,0,0,0,1,1,25,2
563,0,0,1,0,0,1,0,21,2
605,0,0,1,0,0,1,1,43,2
1689,1,0,0,0,0,1,0,31,2
729,0,1,0,0,0,1,0,28,2
595,1,0,0,0,0,1,1,31,2
2527,0,0,1,0,0,1,1,24,2
526,0,1,0,0,0,1,1,45,2
454,1,0,0,0,0,1,1,32,2
636,0,0,0,1,0,1,1,18,2
203,1,0,0,0,0,1,0,30,2
572,0,1,0,0,0,1,0,26,2
671,0,0,1,0,0,1,1,24,2
146,1,0,0,0,0,1,1,43,2
830,0,0,1,0,0,1,1,25,2
985,1,0,0,0,0,1,0,29,2
536,1,0,0,0,0,1,0,29,2
1498,0,1,0,0,0,1,0,38,2
535,1,0,0,0,0,1,0,24,2
8,0,0,1,0,0,1,1,50,2
249,0,0,0,1,0,1,1,22,2
828,0,1,0,0,0,1,1,31,2
523,1,0,0,0,0,1,1,23,2
1025,0,0,1,0,0,1,1,18,2
406,0,0,1,0,0,1,0,31,2
584,1,0,0,0,0,1,1,23,2
235,0,0,1,0,0,1,0,24,2
1146,1,0,0,0,0,1,0,36,2
223,0,1,0,0,0,1,1,32,2
285,0,0,1,0,0,1,0,28,2
1014,0,0,1,0,0,1,0,31,2
646,0,0,0,1,0,1,1,36,2
617,0,0,1,0,0,1,0,33,2
1223,0,0,1,0,0,1,1,32,2
714,0,0,0,1,0,1,1,31,2
672,1,0,0,0,0,1,1,26,2
810,0,1,0,0,0,1,0,34,2
591,1,0,0,0,0,1,1,37,2
296,0,1,0,0,0,1,1,21,2
275,0,1,0,0,0,1,1,18,2
370,1,0,0,0,0,1,1,26,2
419,0,0,1,0,0,1,1,40,2
519,1,0,0,0,0,1,1,28,2
298,1,0,0,0,0,1,1,36,2
1229,0,0,1,0,0,1,0,32,2
241,1,0,0,0,0,1,1,33,2
1092,0,1,0,0,0,1,1,38,2
653,0,1,0,0,0,1,1,44,2
1010,0,1,0,0,0,1,0,23,2
191,0,1,0,0,0,1,1,29,2
259,0,1,0,0,0,1,1,36,2
254,0,1,0,0,0,1,0,26,2
765,0,1,0,0,0,1,1,28,2
526,0,0,1,0,0,1,0,22,2
728,0,1,0,0,0,1,0,21,2
517,1,0,0,0,0,1,1,45,2
368,0,1,0,0,0,1,0,35,2
194,1,0,0,0,0,1,0,53,2
1422,0,1,0,0,0,1,1,41,2
285,0,1,0,0,0,1,0,24,2
744,0,1,0,0,0,1,1,29,2
293,0,0,1,0,0,1,0,32,2
501,0,1,0,0,0,1,1,29,2
932,0,0,0,1,0,1,1,26,2
976,0,0,1,0,0,1,0,23,2
427,0,1,0,0,0,1,1,43,2
1663,0,0,1,0,0,1,1,28,2
481,0,1,0,0,0,1,0,31,2
1651,0,1,0,0,0,1,0,42,2
671,0,0,1,0,0,1,1,35,2
613,0,0,1,0,0,1,1,29,2
358,0,0,1,0,0,1,0,23,2
40,0,1,0,0,0,1,1,31,2
468,0,1,0,0,0,1,1,44,2
9,1,0,0,0,0,1,1,25,2
1167,0,0,1,0,0,1,1,33,2
416,0,0,1,0,0,1,1,29,2
788,1,0,0,0,0,1,1,27,2
322,0,0,0,1,0,1,1,55,2
449,0,0,1,0,0,1,1,28,2
353,1,0,0,0,0,1,1,45,2
270,0,1,0,0,0,1,1,34,2
691,0,0,1,0,0,1,1,35,2
258,0,1,0,0,0,1,0,28,2
791,1,0,0,0,0,1,0,25,2
1478,0,1,0,0,0,1,0,54,2
351,0,1,0,0,0,1,0,24,2
960,0,0,1,0,0,1,0,29,2
494,0,1,0,0,0,1,1,30,2
209,1,0,0,0,0,1,1,40,2
348,0,0,1,0,0,1,1,24,2
590,1,0,0,0,0,1,1,29,2
389,0,1,0,0,0,1,0,21,2
778,0,0,1,0,0,1,1,40,2
249,0,0,1,0,0,1,1,42,2
8667,0,1,0,0,0,1,0,23,2
391,0,1,0,0,0,1,1,37,2
345,0,1,0,0,0,1,0,28,2
1246,0,1,0,0,0,1,1,58,2
940,0,1,0,0,0,1,0,35,2
269,0,0,1,0,0,1,1,25,2
