"Duration","Morning","Afternoon","Evening","Night","Weekday","Weekend","Male","Age","cluster"
629,0,0,1,0,1,0,1,26,1
1503,0,0,1,0,1,0,1,32,1
645,0,0,1,0,1,0,0,31,1
1460,0,0,1,0,1,0,1,44,1
417,0,0,1,0,1,0,0,29,1
355,0,0,1,0,1,0,1,59,1
1137,0,0,1,0,1,0,1,30,1
439,0,0,1,0,1,0,1,24,1
353,0,0,1,0,1,0,0,26,1
588,0,0,1,0,1,0,1,21,1
736,0,0,1,0,1,0,1,23,1
229,0,0,1,0,1,0,1,24,1
1369,0,0,1,0,1,0,1,52,1
335,0,0,1,0,1,0,1,29,1
654,0,0,1,0,1,0,1,32,1
263,0,0,1,0,1,0,0,31,1
481,0,0,1,0,1,0,1,28,1
298,0,0,1,0,1,0,1,34,1
398,0,0,1,0,1,0,1,27,1
300,0,0,1,0,1,0,1,34,1
654,0,0,1,0,1,0,0,24,1
600,0,0,1,0,1,0,1,26,1
863,0,0,1,0,1,0,0,27,1
854,0,0,1,0,1,0,0,31,1
264,0,0,1,0,1,0,1,22,1
563,0,0,1,0,1,0,1,23,1
1435,0,0,1,0,1,0,0,26,1
581,0,0,1,0,1,0,1,29,1
936,0,0,1,0,1,0,1,28,1
168,0,0,1,0,1,0,0,53,1
1106,0,0,1,0,1,0,1,38,1
298,0,0,1,0,1,0,1,24,1
1207,0,0,1,0,1,0,0,53,1
326,0,0,1,0,1,0,0,28,1
579,0,0,1,0,1,0,1,39,1
393,0,0,1,0,1,0,1,25,1
604,0,0,1,0,1,0,1,49,1
2976,0,0,1,0,1,0,1,25,1
1422,0,0,1,0,1,0,0,32,1
1255,0,0,1,0,1,0,0,29,1
742,0,0,1,0,1,0,1,33,1
781,0,0,1,0,1,0,1,18,1
311,0,0,1,0,1,0,1,29,1
872,0,0,1,0,1,0,1,34,1
65,0,0,1,0,1,0,1,29,1
343,0,0,1,0,1,0,1,21,1
642,0,0,1,0,1,0,1,60,1
1154,0,0,1,0,1,0,1,33,1
1334,0,0,1,0,1,0,0,25,1
471,0,0,1,0,1,0,1,33,1
641,0,0,1,0,1,0,0,30,1
393,0,0,1,0,1,0,1,33,1
403,0,0,1,0,1,0,1,38,1
1038,0,0,1,0,1,0,1,27,1
588,0,0,1,0,1,0,1,28,1
750,0,0,1,0,1,0,0,29,1
509,0,0,1,0,1,0,0,29,1
184,0,0,1,0,1,0,1,29,1
474,0,0,1,0,1,0,0,35,1
228,0,0,1,0,1,0,0,30,1
544,0,0,1,0,1,0,0,29,1
465,0,0,1,0,1,0,0,53,1
112,0,0,1,0,1,0,1,23,1
472,0,0,1,0,1,0,1,32,1
477,0,0,1,0,1,0,1,30,1
595,0,0,1,0,1,0,1,39,1
577,0,0,1,0,1,0,1,27,1
