"Duration","Morning","Afternoon","Evening","Night","Weekday","Weekend","Male","Age","cluster"
544,0,0,1,0,1,0,0,25,1
365,0,0,1,0,1,0,1,34,1
370,0,0,1,0,1,0,1,30,1
649,0,0,1,0,1,0,1,30,1
1004,0,0,1,0,1,0,1,29,1
791,0,0,1,0,1,0,1,36,1
704,0,0,1,0,1,0,0,35,1
1527,0,0,1,0,1,0,1,39,1
2444,0,0,1,0,1,0,1,28,1
1293,0,0,1,0,1,0,1,27,1
172,0,0,1,0,1,0,1,29,1
1146,0,0,1,0,1,0,0,44,1
270,0,0,1,0,1,0,1,33,1
1447,0,0,1,0,1,0,1,23,1
455,0,0,1,0,1,0,1,35,1
1010,0,0,1,0,1,0,0,32,1
339,0,0,1,0,1,0,1,30,1
174,0,0,1,0,1,0,0,28,1
1213,0,0,1,0,1,0,1,41,1
498,0,0,1,0,1,0,1,36,1
664,0,0,1,0,1,0,1,36,1
364,0,0,1,0,1,0,1,28,1
877,0,0,1,0,1,0,1,42,1
658,0,0,1,0,1,0,1,31,1
676,0,0,1,0,1,0,1,44,1
306,0,0,1,0,1,0,1,37,1
545,0,0,1,0,1,0,1,35,1
341,0,0,1,0,1,0,1,37,1
772,0,0,1,0,1,0,1,31,1
116,0,0,1,0,1,0,1,28,1
1273,0,0,1,0,1,0,0,34,1
1003,0,0,1,0,1,0,1,29,1
410,0,0,1,0,1,0,1,20,1
328,0,0,1,0,1,0,1,33,1
487,0,0,1,0,1,0,0,36,1
387,0,0,1,0,1,0,1,47,1
865,0,0,1,0,1,0,0,25,1
679,0,0,1,0,1,0,1,53,1
391,0,0,1,0,1,0,0,27,1
1102,0,0,1,0,1,0,1,45,1
770,0,0,1,0,1,0,0,35,1
778,0,0,1,0,1,0,0,38,1
255,0,0,1,0,1,0,1,21,1
1168,0,0,1,0,1,0,1,36,1
205,0,0,1,0,1,0,1,27,1
10,0,0,1,0,1,0,1,35,1
334,0,0,1,0,1,0,1,59,1
398,0,0,1,0,1,0,1,37,1
279,0,0,1,0,1,0,1,30,1
280,0,0,1,0,1,0,1,40,1
892,0,0,1,0,1,0,1,28,1
263,0,0,1,0,1,0,1,31,1
1161,0,0,1,0,1,0,1,28,1
805,0,0,1,0,1,0,1,28,1
749,0,0,1,0,1,0,1,24,1
363,0,0,1,0,1,0,1,37,1
1016,0,0,1,0,1,0,0,42,1
348,0,0,1,0,1,0,1,26,1
936,0,0,1,0,1,0,1,25,1
246,0,0,1,0,1,0,1,36,1
177,0,0,1,0,1,0,1,24,1
353,0,0,1,0,1,0,1,34,1
654,0,0,1,0,1,0,1,25,1
653,0,0,1,0,1,0,1,33,1
512,0,0,1,0,1,0,0,24,1
318,0,0,1,0,1,0,1,28,1
365,0,0,1,0,1,0,1,33,1
1254,0,0,1,0,1,0,1,55,1
174,0,0,1,0,1,0,1,50,1
286,0,0,1,0,1,0,1,22,1
1752,0,0,1,0,1,0,1,19,1
373,0,0,1,0,1,0,1,47,1
1132,0,0,1,0,1,0,1,34,1
920,0,0,1,0,1,0,1,34,1
487,0,0,1,0,1,0,1,29,1
498,0,0,1,0,1,0,0,27,1
567,0,0,1,0,1,0,1,37,1
494,0,0,1,0,1,0,1,20,1
327,0,0,1,0,1,0,1,21,1
620,0,0,1,0,1,0,1,33,1
1698,0,0,1,0,1,0,1,41,1
1190,0,0,1,0,1,0,1,32,1
606,0,0,1,0,1,0,0,25,1
449,0,0,1,0,1,0,1,26,1
287,0,0,1,0,1,0,1,23,1
1467,0,0,1,0,1,0,1,44,1
715,0,0,1,0,1,0,1,26,1
218,0,0,1,0,1,0,1,25,1
1149,0,0,1,0,1,0,1,32,1
327,0,0,1,0,1,0,1,42,1
436,0,0,1,0,1,0,1,33,1
502,0,0,1,0,1,0,1,26,1
652,0,0,1,0,1,0,1,27,1
435,0,0,1,0,1,0,1,41,1
1006,0,0,1,0,1,0,0,29,1
328,0,0,1,0,1,0,0,22,1
356,0,0,1,0,1,0,1,30,1
227,0,0,1,0,1,0,1,26,1
721,0,0,1,0,1,0,0,25,1
271,0,0,1,0,1,0,1,25,1
376,0,0,1,0,1,0,1,39,1
141,0,0,1,0,1,0,1,28,1
443,0,0,1,0,1,0,1,40,1
208,0,0,1,0,1,0,1,24,1
812,0,0,1,0,1,0,1,36,1
1101,0,0,1,0,1,0,1,33,1
713,0,0,1,0,1,0,1,29,1
766,0,0,1,0,1,0,1,22,1
154,0,0,1,0,1,0,1,24,1
885,0,0,1,0,1,0,1,31,1
532,0,0,1,0,1,0,1,32,1
587,0,0,1,0,1,0,1,34,1
392,0,0,1,0,1,0,1,34,1
223,0,0,1,0,1,0,0,54,1
567,0,0,1,0,1,0,1,33,1
1894,0,0,1,0,1,0,1,19,1
1846,0,0,1,0,1,0,0,35,1
388,0,0,1,0,1,0,1,44,1
179,0,0,1,0,1,0,1,49,1
1368,0,0,1,0,1,0,1,52,1
438,0,0,1,0,1,0,0,28,1
344,0,0,1,0,1,0,1,25,1
421,0,0,1,0,1,0,1,41,1
697,0,0,1,0,1,0,1,25,1
317,0,0,1,0,1,0,1,39,1
667,0,0,1,0,1,0,0,25,1
366,0,0,1,0,1,0,1,30,1
412,0,0,1,0,1,0,1,28,1
422,0,0,1,0,1,0,0,25,1
30,0,0,1,0,1,0,0,30,1
603,0,0,1,0,1,0,1,49,1
826,0,0,1,0,1,0,1,33,1
17,0,0,1,0,1,0,1,35,1
325,0,0,1,0,1,0,1,26,1
555,0,0,1,0,1,0,1,26,1
575,0,0,1,0,1,0,1,33,1
185,0,0,1,0,1,0,1,35,1
273,0,0,1,0,1,0,1,21,1
342,0,0,1,0,1,0,1,49,1
859,0,0,1,0,1,0,0,25,1
5400,0,0,1,0,1,0,1,32,1
474,0,0,1,0,1,0,1,33,1
505,0,0,1,0,1,0,1,28,1
915,0,0,1,0,1,0,1,24,1
1229,0,0,1,0,1,0,0,26,1
299,0,0,1,0,1,0,1,32,1
333,0,0,1,0,1,0,1,39,1
491,0,0,1,0,1,0,1,26,1
463,0,0,1,0,1,0,1,21,1
356,0,0,1,0,1,0,0,35,1
780,0,0,1,0,1,0,1,36,1
621,0,0,1,0,1,0,1,22,1
728,0,0,1,0,1,0,1,37,1
148,0,0,1,0,1,0,1,23,1
825,0,0,1,0,1,0,1,31,1
1719,0,0,1,0,1,0,1,28,1
839,0,0,1,0,1,0,1,41,1
494,0,0,1,0,1,0,1,28,1
322,0,0,1,0,1,0,0,45,1
1109,0,0,1,0,1,0,1,33,1
1707,0,0,1,0,1,0,1,32,1
644,0,0,1,0,1,0,1,25,1
218,0,0,1,0,1,0,1,38,1
383,0,0,1,0,1,0,1,48,1
839,0,0,1,0,1,0,1,30,1
3,0,0,1,0,1,0,1,25,1
724,0,0,1,0,1,0,1,39,1
1030,0,0,1,0,1,0,1,24,1
325,0,0,1,0,1,0,0,26,1
371,0,0,1,0,1,0,1,39,1
2768,0,0,1,0,1,0,0,36,1
1803,0,0,1,0,1,0,1,26,1
292,0,0,1,0,1,0,1,29,1
467,0,0,1,0,1,0,1,65,1
195,0,0,1,0,1,0,1,29,1
997,0,0,1,0,1,0,0,33,1
491,0,0,1,0,1,0,1,32,1
1038,0,0,1,0,1,0,1,21,1
445,0,0,1,0,1,0,1,27,1
100,0,0,1,0,1,0,1,27,1
1399,0,0,1,0,1,0,1,66,1
560,0,0,1,0,1,0,1,24,1
495,0,0,1,0,1,0,1,32,1
217,0,0,1,0,1,0,1,33,1
532,0,0,1,0,1,0,1,30,1
422,0,0,1,0,1,0,0,25,1
441,0,0,1,0,1,0,0,30,1
266,0,0,1,0,1,0,1,29,1
1010,0,0,1,0,1,0,1,24,1
485,0,0,1,0,1,0,1,31,1
665,0,0,1,0,1,0,1,41,1
563,0,0,1,0,1,0,1,24,1
502,0,0,1,0,1,0,0,34,1
973,0,0,1,0,1,0,0,31,1
420,0,0,1,0,1,0,1,26,1
1349,0,0,1,0,1,0,1,66,1
785,0,0,1,0,1,0,1,34,1
413,0,0,1,0,1,0,1,29,1
455,0,0,1,0,1,0,0,41,1
393,0,0,1,0,1,0,1,38,1
524,0,0,1,0,1,0,0,25,1
645,0,0,1,0,1,0,1,38,1
466,0,0,1,0,1,0,1,42,1
414,0,0,1,0,1,0,1,37,1
457,0,0,1,0,1,0,1,43,1
737,0,0,1,0,1,0,1,26,1
168,0,0,1,0,1,0,1,27,1
1172,0,0,1,0,1,0,1,37,1
330,0,0,1,0,1,0,1,30,1
200,0,0,1,0,1,0,1,52,1
1176,0,0,1,0,1,0,1,28,1
1182,0,0,1,0,1,0,0,32,1
597,0,0,1,0,1,0,1,28,1
295,0,0,1,0,1,0,1,49,1
658,0,0,1,0,1,0,1,35,1
818,0,0,1,0,1,0,1,30,1
176,0,0,1,0,1,0,1,40,1
1028,0,0,1,0,1,0,1,23,1
824,0,0,1,0,1,0,1,25,1
1135,0,0,1,0,1,0,1,46,1
1383,0,0,1,0,1,0,1,30,1
92,0,0,1,0,1,0,1,30,1
211,0,0,1,0,1,0,1,35,1
714,0,0,1,0,1,0,1,25,1
563,0,0,1,0,1,0,1,30,1
544,0,0,1,0,1,0,0,60,1
762,0,0,1,0,1,0,0,23,1
385,0,0,1,0,1,0,1,23,1
1670,0,0,1,0,1,0,0,21,1
1241,0,0,1,0,1,0,1,26,1
584,0,0,1,0,1,0,1,32,1
821,0,0,1,0,1,0,0,35,1
1227,0,0,1,0,1,0,1,42,1
761,0,0,1,0,1,0,1,27,1
445,0,0,1,0,1,0,0,27,1
1820,0,0,1,0,1,0,1,25,1
487,0,0,1,0,1,0,1,33,1
332,0,0,1,0,1,0,1,32,1
276,0,0,1,0,1,0,1,29,1
680,0,0,1,0,1,0,1,24,1
241,0,0,1,0,1,0,1,35,1
294,0,0,1,0,1,0,0,25,1
174,0,0,1,0,1,0,1,44,1
556,0,0,1,0,1,0,1,24,1
619,0,0,1,0,1,0,1,29,1
193,0,0,1,0,1,0,1,26,1
945,0,0,1,0,1,0,1,21,1
419,0,0,1,0,1,0,0,29,1
2120,0,0,1,0,1,0,1,56,1
670,0,0,1,0,1,0,1,47,1
529,0,0,1,0,1,0,1,57,1
306,0,0,1,0,1,0,1,29,1
534,0,0,1,0,1,0,1,41,1
671,0,0,1,0,1,0,1,34,1
6,0,0,1,0,1,0,1,26,1
1058,0,0,1,0,1,0,1,26,1
382,0,0,1,0,1,0,1,32,1
937,0,0,1,0,1,0,0,29,1
530,0,0,1,0,1,0,1,22,1
744,0,0,1,0,1,0,0,37,1
324,0,0,1,0,1,0,1,40,1
294,0,0,1,0,1,0,0,25,1
1175,0,0,1,0,1,0,1,31,1
584,0,0,1,0,1,0,1,25,1
690,0,0,1,0,1,0,0,24,1
1226,0,0,1,0,1,0,0,32,1
411,0,0,1,0,1,0,0,55,1
899,0,0,1,0,1,0,1,26,1
461,0,0,1,0,1,0,0,23,1
540,0,0,1,0,1,0,1,32,1
402,0,0,1,0,1,0,1,42,1
412,0,0,1,0,1,0,1,41,1
275,0,0,1,0,1,0,1,25,1
336,0,0,1,0,1,0,1,24,1
566,0,0,1,0,1,0,0,30,1
1221,0,0,1,0,1,0,1,24,1
618,0,0,1,0,1,0,1,27,1
697,0,0,1,0,1,0,1,41,1
250,0,0,1,0,1,0,1,30,1
807,0,0,1,0,1,0,1,27,1
1040,0,0,1,0,1,0,1,67,1
19,0,0,1,0,1,0,1,28,1
1459,0,0,1,0,1,0,1,27,1
226,0,0,1,0,1,0,0,34,1
654,0,0,1,0,1,0,1,21,1
684,0,0,1,0,1,0,0,28,1
401,0,0,1,0,1,0,1,34,1
283,0,0,1,0,1,0,1,27,1
821,0,0,1,0,1,0,1,54,1
944,0,0,1,0,1,0,1,31,1
432,0,0,1,0,1,0,1,37,1
823,0,0,1,0,1,0,1,45,1
303,0,0,1,0,1,0,1,27,1
914,0,0,1,0,1,0,0,24,1
894,0,0,1,0,1,0,1,33,1
401,0,0,1,0,1,0,0,28,1
568,0,0,1,0,1,0,1,42,1
694,0,0,1,0,1,0,1,25,1
709,0,0,1,0,1,0,0,29,1
170,0,0,1,0,1,0,1,38,1
337,0,0,1,0,1,0,1,20,1
893,0,0,1,0,1,0,1,50,1
2029,0,0,1,0,1,0,1,31,1
1411,0,0,1,0,1,0,0,30,1
939,0,0,1,0,1,0,0,27,1
1039,0,0,1,0,1,0,1,26,1
960,0,0,1,0,1,0,1,43,1
355,0,0,1,0,1,0,1,36,1
1044,0,0,1,0,1,0,1,28,1
946,0,0,1,0,1,0,1,36,1
1023,0,0,1,0,1,0,0,25,1
472,0,0,1,0,1,0,1,36,1
1124,0,0,1,0,1,0,0,65,1
331,0,0,1,0,1,0,1,46,1
385,0,0,1,0,1,0,1,21,1
270,0,0,1,0,1,0,1,36,1
780,0,0,1,0,1,0,0,34,1
732,0,0,1,0,1,0,1,47,1
612,0,0,1,0,1,0,1,48,1
800,0,0,1,0,1,0,0,35,1
370,0,0,1,0,1,0,1,26,1
250,0,0,1,0,1,0,1,24,1
1568,0,0,1,0,1,0,1,28,1
714,0,0,1,0,1,0,0,22,1
226,0,0,1,0,1,0,0,31,1
459,0,0,1,0,1,0,1,24,1
266,0,0,1,0,1,0,1,23,1
479,0,0,1,0,1,0,0,29,1
1549,0,0,1,0,1,0,1,26,1
1445,0,0,1,0,1,0,0,23,1
1003,0,0,1,0,1,0,0,28,1
708,0,0,1,0,1,0,1,26,1
848,0,0,1,0,1,0,1,38,1
523,0,0,1,0,1,0,0,37,1
944,0,0,1,0,1,0,1,32,1
414,0,0,1,0,1,0,1,29,1
486,0,0,1,0,1,0,1,21,1
283,0,0,1,0,1,0,0,28,1
395,0,0,1,0,1,0,1,43,1
473,0,0,1,0,1,0,0,31,1
2714,0,0,1,0,1,0,1,27,1
324,0,0,1,0,1,0,0,37,1
1775,0,0,1,0,1,0,0,41,1
224,0,0,1,0,1,0,1,26,1
290,0,0,1,0,1,0,1,24,1
440,0,0,1,0,1,0,0,26,1
8,0,0,1,0,1,0,0,24,1
226,0,0,1,0,1,0,1,32,1
758,0,0,1,0,1,0,1,38,1
668,0,0,1,0,1,0,1,45,1
954,0,0,1,0,1,0,1,23,1
477,0,0,1,0,1,0,1,25,1
567,0,0,1,0,1,0,1,28,1
1180,0,0,1,0,1,0,0,25,1
468,0,0,1,0,1,0,1,25,1
219,0,0,1,0,1,0,1,27,1
590,0,0,1,0,1,0,1,48,1
942,0,0,1,0,1,0,1,36,1
851,0,0,1,0,1,0,0,26,1
1018,0,0,1,0,1,0,0,45,1
638,0,0,1,0,1,0,1,27,1
337,0,0,1,0,1,0,1,29,1
664,0,0,1,0,1,0,1,28,1
708,0,0,1,0,1,0,0,29,1
1367,0,0,1,0,1,0,1,27,1
325,0,0,1,0,1,0,1,61,1
410,0,0,1,0,1,0,1,23,1
408,0,0,1,0,1,0,0,26,1
271,0,0,1,0,1,0,1,24,1
491,0,0,1,0,1,0,1,27,1
284,0,0,1,0,1,0,1,29,1
7,0,0,1,0,1,0,0,31,1
1030,0,0,1,0,1,0,0,32,1
1130,0,0,1,0,1,0,1,21,1
878,0,0,1,0,1,0,1,48,1
4,0,0,1,0,1,0,1,41,1
1208,0,0,1,0,1,0,1,24,1
580,0,0,1,0,1,0,1,52,1
328,0,0,1,0,1,0,1,53,1
10953,0,0,1,0,1,0,1,20,1
272,0,0,1,0,1,0,1,20,1
568,0,0,1,0,1,0,0,23,1
672,0,0,1,0,1,0,1,27,1
629,0,0,1,0,1,0,1,22,1
430,0,0,1,0,1,0,0,24,1
414,0,0,1,0,1,0,0,38,1
544,0,0,1,0,1,0,1,36,1
336,0,0,1,0,1,0,1,18,1
522,1,0,0,0,1,0,0,27,3
1393,1,0,0,0,1,0,1,29,3
842,0,1,0,0,1,0,0,20,3
607,1,0,0,0,1,0,0,48,3
719,0,1,0,0,1,0,0,29,3
151,0,1,0,0,1,0,1,39,3
376,1,0,0,0,1,0,1,27,3
836,1,0,0,0,1,0,1,29,3
1131,1,0,0,0,1,0,1,25,3
479,0,1,0,0,1,0,0,38,3
623,0,1,0,0,1,0,1,21,3
251,0,1,0,0,1,0,1,59,3
762,0,1,0,0,1,0,1,20,3
232,1,0,0,0,1,0,1,69,3
310,1,0,0,0,1,0,1,59,3
911,1,0,0,0,1,0,0,32,3
461,0,0,0,1,1,0,1,30,3
383,0,0,0,1,1,0,1,22,3
1140,0,1,0,0,1,0,1,32,3
362,1,0,0,0,1,0,1,43,3
902,0,1,0,0,1,0,0,52,3
429,1,0,0,0,1,0,1,54,3
334,0,0,0,1,1,0,0,27,3
322,1,0,0,0,1,0,1,18,3
465,0,1,0,0,1,0,1,66,3
935,0,1,0,0,1,0,1,23,3
392,0,1,0,0,1,0,1,49,3
233,0,1,0,0,1,0,1,45,3
261,0,1,0,0,1,0,1,46,3
472,0,1,0,0,1,0,1,50,3
329,0,1,0,0,1,0,1,38,3
656,0,1,0,0,1,0,1,21,3
328,1,0,0,0,1,0,1,21,3
343,1,0,0,0,1,0,1,45,3
553,1,0,0,0,1,0,1,30,3
666,0,1,0,0,1,0,1,37,3
1381,0,1,0,0,1,0,0,42,3
510,1,0,0,0,1,0,1,37,3
423,1,0,0,0,1,0,1,53,3
455,0,1,0,0,1,0,1,38,3
389,0,1,0,0,1,0,1,45,3
572,1,0,0,0,1,0,1,27,3
579,1,0,0,0,1,0,1,35,3
741,0,1,0,0,1,0,1,29,3
640,1,0,0,0,1,0,1,28,3
357,0,1,0,0,1,0,1,44,3
552,1,0,0,0,1,0,0,34,3
808,0,1,0,0,1,0,0,36,3
170,0,1,0,0,1,0,1,32,3
238,1,0,0,0,1,0,1,31,3
333,1,0,0,0,1,0,1,65,3
146,0,1,0,0,1,0,1,26,3
183,1,0,0,0,1,0,1,46,3
1075,0,1,0,0,1,0,1,47,3
156,0,1,0,0,1,0,1,43,3
602,1,0,0,0,1,0,0,48,3
457,0,0,0,1,1,0,1,54,3
523,1,0,0,0,1,0,0,38,3
498,0,1,0,0,1,0,1,52,3
1048,0,1,0,0,1,0,0,33,3
849,1,0,0,0,1,0,1,62,3
580,1,0,0,0,1,0,1,29,3
15,1,0,0,0,1,0,1,42,3
185,0,1,0,0,1,0,1,45,3
1388,0,1,0,0,1,0,0,27,3
664,0,1,0,0,1,0,0,32,3
271,0,1,0,0,1,0,1,22,3
457,1,0,0,0,1,0,1,39,3
424,0,1,0,0,1,0,1,32,3
270,0,1,0,0,1,0,1,30,3
335,1,0,0,0,1,0,1,23,3
519,0,1,0,0,1,0,1,43,3
893,1,0,0,0,1,0,1,32,3
1493,0,1,0,0,1,0,1,47,3
846,1,0,0,0,1,0,1,37,3
884,1,0,0,0,1,0,1,31,3
728,0,1,0,0,1,0,1,28,3
340,0,1,0,0,1,0,1,20,3
250,0,1,0,0,1,0,1,47,3
329,0,1,0,0,1,0,1,51,3
324,1,0,0,0,1,0,1,18,3
468,1,0,0,0,1,0,1,29,3
454,0,1,0,0,1,0,1,57,3
271,0,1,0,0,1,0,1,30,3
858,1,0,0,0,1,0,0,35,3
1014,1,0,0,0,1,0,1,50,3
146,0,1,0,0,1,0,1,30,3
666,0,1,0,0,1,0,1,34,3
524,1,0,0,0,1,0,0,24,3
455,1,0,0,0,1,0,1,36,3
585,0,1,0,0,1,0,1,30,3
312,1,0,0,0,1,0,1,32,3
151,0,1,0,0,1,0,1,27,3
569,0,1,0,0,1,0,1,29,3
540,1,0,0,0,1,0,0,41,3
421,0,1,0,0,1,0,1,51,3
1020,0,1,0,0,1,0,0,23,3
422,1,0,0,0,1,0,1,51,3
287,1,0,0,0,1,0,1,20,3
283,0,1,0,0,1,0,1,29,3
410,1,0,0,0,1,0,1,39,3
600,1,0,0,0,1,0,0,32,3
833,1,0,0,0,1,0,1,27,3
300,1,0,0,0,1,0,1,44,3
486,1,0,0,0,1,0,1,31,3
605,0,1,0,0,1,0,1,33,3
195,1,0,0,0,1,0,1,25,3
260,1,0,0,0,1,0,1,33,3
349,1,0,0,0,1,0,1,25,3
325,1,0,0,0,1,0,1,65,3
874,0,1,0,0,1,0,0,32,3
589,1,0,0,0,1,0,1,28,3
334,1,0,0,0,1,0,1,58,3
345,0,1,0,0,1,0,1,53,3
359,1,0,0,0,1,0,1,27,3
1262,0,1,0,0,1,0,1,29,3
300,0,1,0,0,1,0,0,38,3
579,0,1,0,0,1,0,1,28,3
158,1,0,0,0,1,0,1,50,3
1057,1,0,0,0,1,0,0,28,3
142,1,0,0,0,1,0,1,47,3
761,1,0,0,0,1,0,1,34,3
243,1,0,0,0,1,0,1,52,3
313,1,0,0,0,1,0,1,23,3
635,1,0,0,0,1,0,1,59,3
343,1,0,0,0,1,0,0,35,3
501,0,1,0,0,1,0,0,20,3
721,1,0,0,0,1,0,0,28,3
540,0,1,0,0,1,0,1,42,3
406,1,0,0,0,1,0,0,21,3
272,0,1,0,0,1,0,1,51,3
353,0,1,0,0,1,0,1,20,3
537,1,0,0,0,1,0,1,36,3
283,0,1,0,0,1,0,1,30,3
577,1,0,0,0,1,0,0,32,3
314,1,0,0,0,1,0,1,38,3
379,1,0,0,0,1,0,1,26,3
338,1,0,0,0,1,0,1,47,3
839,1,0,0,0,1,0,0,27,3
205,1,0,0,0,1,0,1,55,3
214,1,0,0,0,1,0,0,34,3
659,0,1,0,0,1,0,0,25,3
180,1,0,0,0,1,0,1,19,3
815,0,1,0,0,1,0,1,54,3
983,0,1,0,0,1,0,1,62,3
341,0,1,0,0,1,0,1,37,3
3226,1,0,0,0,1,0,1,31,3
512,1,0,0,0,1,0,0,31,3
416,0,1,0,0,1,0,1,44,3
347,1,0,0,0,1,0,1,30,3
1263,0,0,0,1,1,0,1,21,3
511,0,1,0,0,1,0,1,62,3
215,1,0,0,0,1,0,1,32,3
511,1,0,0,0,1,0,1,42,3
559,1,0,0,0,1,0,1,22,3
314,1,0,0,0,1,0,1,47,3
446,0,1,0,0,1,0,0,38,3
277,1,0,0,0,1,0,1,22,3
547,0,0,0,1,1,0,1,22,3
1059,0,1,0,0,1,0,0,51,3
360,0,1,0,0,1,0,1,42,3
254,0,1,0,0,1,0,1,45,3
198,0,1,0,0,1,0,1,26,3
458,0,1,0,0,1,0,1,29,3
162,1,0,0,0,1,0,1,46,3
797,1,0,0,0,1,0,1,51,3
45,0,1,0,0,1,0,1,33,3
596,0,1,0,0,1,0,1,37,3
909,1,0,0,0,1,0,1,29,3
662,0,1,0,0,1,0,0,56,3
496,0,1,0,0,1,0,0,42,3
905,1,0,0,0,1,0,1,54,3
1139,1,0,0,0,1,0,0,32,3
509,0,1,0,0,1,0,1,43,3
577,0,1,0,0,1,0,1,48,3
343,1,0,0,0,1,0,1,31,3
518,0,1,0,0,1,0,1,32,3
827,0,1,0,0,1,0,1,49,3
1051,0,1,0,0,1,0,1,50,3
623,1,0,0,0,1,0,0,39,3
571,0,1,0,0,1,0,0,41,3
760,1,0,0,0,1,0,0,30,3
1018,0,1,0,0,1,0,0,34,3
349,0,1,0,0,1,0,1,59,3
270,1,0,0,0,1,0,0,26,3
366,1,0,0,0,1,0,1,34,3
1007,0,1,0,0,1,0,0,26,3
195,0,1,0,0,1,0,1,44,3
679,0,1,0,0,1,0,0,47,3
